"Date","Payer","Payer_IBAN","Payee","Payee_IBAN","Purpose","Sales_Type","Amount"
2022-04-02,"Marta Peregrin","DE9508558286121115648","Kaufland","DE2359920643735676928","Groceries","Outgoing",-8.22
2021-08-20,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-15.4
2021-12-16,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-64.11
2023-08-17,"Marta Peregrin","DE9508558286121115648","Vueling","DE9742172547383234560","Travel","Outgoing",-366.91
2021-07-25,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-67.21
2020-09-07,"Marta Peregrin","DE9508558286121115648","Restaurant_Mario","DE2713854071917011968","Dining","Outgoing",-86.04
2022-08-27,"Marta Peregrin","DE9508558286121115648","Real","DE5728011834900826112","Groceries","Outgoing",-49.75
2022-08-28,"Marta Peregrin","DE9508558286121115648","MyToys","DE8794083210639655936","Shopping","Outgoing",-44.19
2022-09-27,"Marta Peregrin","DE9508558286121115648","Alte Utting","DE5239225650439038976","Entertainment","Outgoing",-72.01
2021-06-07,"Marta Peregrin","DE9508558286121115648","Four Seasons","DE6529687080299482112","Travel","Outgoing",-302.48
2023-03-02,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-177.48
2022-12-21,"Marta Peregrin","DE9508558286121115648","Deutsche_Bank","DE1515704287216067328","Banking","Outgoing",-117.76
2021-09-27,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",657.02
2023-10-09,"Marta Peregrin","DE9508558286121115648","Lufthansa","DE7868907361058518016","Travel","Outgoing",-89.12
2021-08-30,"Marta Peregrin","DE9508558286121115648","Tonkatsu","DE1150303392903879296","Dining","Outgoing",-67.28
2020-07-11,"Marta Peregrin","DE9508558286121115648","Honest Greens","DE8685852971393614848","Dining","Outgoing",-28.27
2022-10-04,"Marta Peregrin","DE9508558286121115648","Subway","DE7833236332284286976","Dining","Outgoing",-88.04
2022-06-25,"Scholarship Fund","DE9753137744730337280","Marta Peregrin","DE9508558286121115648","Travel","Ingoing",560.71
2022-11-18,"Marta Peregrin","DE9508558286121115648","Hotel Mama","DE1788028147071600128","Travel","Outgoing",-81.23
2021-04-19,"Marta Peregrin","DE9508558286121115648","Deutsche_Bank","DE1515704287216067328","Banking","Outgoing",-155.86
2021-04-16,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-128.34
2020-01-05,"Marta Peregrin","DE9508558286121115648","DKB","DE7153848374960944128","Banking","Outgoing",-891.09
2022-08-19,"Marta Peregrin","DE9508558286121115648","Ritz-Carlton","DE4895018132170661888","Travel","Outgoing",-480.88
2021-02-28,"Marta Peregrin","DE9508558286121115648","Dave","DE5503619982628151296","Personal","Outgoing",-26.83
2023-07-31,"Scholarship Fund","DE9753137744730337280","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",976.84
2022-03-25,"Marta Peregrin","DE9508558286121115648","Edeka","DE5249942460563034112","Groceries","Outgoing",-16.11
2023-05-26,"Marta Peregrin","DE9508558286121115648","Commerzbank","DE5658538556192070656","Banking","Outgoing",-587.7
2020-08-07,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-7.32
2022-06-05,"Marta Peregrin","DE9508558286121115648","Netto","DE7878679543267935232","Groceries","Outgoing",-7.37
2023-06-28,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-36.31
2022-10-24,"Marta Peregrin","DE9508558286121115648","Honest Greens","DE8685852971393614848","Dining","Outgoing",-29.97
2020-07-10,"Marta Peregrin","DE9508558286121115648","Four Seasons","DE6529687080299482112","Travel","Outgoing",-214.57
2022-06-09,"Marta Peregrin","DE9508558286121115648","Hotpot Xinjiang","DE3950539729790761984","Dining","Outgoing",-79.67
2022-12-16,"Marta Peregrin","DE9508558286121115648","Angela Merkel","DE4900396985933185024","Personal","Outgoing",-91.19
2021-08-01,"Marta Peregrin","DE9508558286121115648","Deutsche_Bank","DE1515704287216067328","Banking","Outgoing",-984.76
2021-12-25,"Marta Peregrin","DE9508558286121115648","Hotpot Xinjiang","DE3950539729790761984","Dining","Outgoing",-5.16
2023-11-05,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-46.96
2021-09-04,"Marta Peregrin","DE9508558286121115648","MyToys","DE8794083210639655936","Shopping","Outgoing",-42.48
2020-08-04,"Marta Peregrin","DE9508558286121115648","Bob","DE4750842226902023168","Personal","Outgoing",-36.66
2020-04-11,"Marta Peregrin","DE9508558286121115648","Trump Tower","DE4775126670720055296","Travel","Outgoing",-161.03
2023-01-20,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-17.4
2023-04-01,"Marta Peregrin","DE9508558286121115648","Alice","DE7707500817254185984","Personal","Outgoing",-107.63
2020-01-02,"Marta Peregrin","DE9508558286121115648","Angela Merkel","DE4900396985933185024","Personal","Outgoing",-71.91
2020-10-01,"Marta Peregrin","DE9508558286121115648","Lufthansa","DE7868907361058518016","Travel","Outgoing",-107.78
2020-10-15,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-17.71
2023-01-15,"Marta Peregrin","DE9508558286121115648","Simon Han","DE9580050754826514432","Personal","Outgoing",-24.63
2022-06-17,"Marta Peregrin","DE9508558286121115648","Netto","DE7878679543267935232","Groceries","Outgoing",-37.54
2020-07-10,"Marta Peregrin","DE9508558286121115648","Bahnwaehrter Thiel","DE3175127891357987840","Entertainment","Outgoing",-72.22
2021-12-28,"Marta Peregrin","DE9508558286121115648","Aldi","DE8761143550742417408","Groceries","Outgoing",-46.3
2022-04-08,"Marta Peregrin","DE9508558286121115648","AboutYou","DE8786752427462488064","Shopping","Outgoing",-48.26
2022-04-06,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-517.6
2023-09-05,"Marta Peregrin","DE9508558286121115648","Angela Merkel","DE4900396985933185024","Personal","Outgoing",-98.91
2020-08-11,"Arsenii Vesnovskyi","DE4951961936661972992","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",222.94
2021-08-07,"Marta Peregrin","DE9508558286121115648","Vinitus","DE3938079253304749568","Dining","Outgoing",-44.12
2022-02-23,"Marta Peregrin","DE9508558286121115648","MyToys","DE8794083210639655936","Shopping","Outgoing",-63.96
2022-08-31,"Marta Peregrin","DE9508558286121115648","Bob","DE4750842226902023168","Personal","Outgoing",-119.92
2021-05-11,"Arsenii Vesnovskyi","DE4951961936661972992","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",206.56
2021-01-03,"Marta Peregrin","DE9508558286121115648","Tonkatsu","DE1150303392903879296","Dining","Outgoing",-40.06
2022-05-12,"Marta Peregrin","DE9508558286121115648","Gorillas","DE4152366071706637824","Travel","Outgoing",-222.32
2023-06-30,"Arsenii Vesnovskyi","DE4951961936661972992","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",39.97
2022-08-06,"Arsenii Vesnovskyi","DE4951961936661972992","Marta Peregrin","DE9508558286121115648","Healthcare","Ingoing",266.51
2022-02-18,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",1487.16
2020-12-05,"Marta Peregrin","DE9508558286121115648","Kaufland","DE2359920643735676928","Groceries","Outgoing",-31.62
2021-07-22,"Marta Peregrin","DE9508558286121115648","Gorillas","DE4152366071706637824","Travel","Outgoing",-454.7
2020-06-27,"Scholarship Fund","DE9753137744730337280","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",515.28
2021-11-05,"Marta Peregrin","DE9508558286121115648","Vueling","DE9742172547383234560","Travel","Outgoing",-346.09
2020-05-12,"Marta Peregrin","DE9508558286121115648","Simon Han","DE9580050754826514432","Personal","Outgoing",-93.3
2021-03-31,"Marta Peregrin","DE9508558286121115648","Burger_King","DE4648406022228300800","Dining","Outgoing",-39.64
2020-04-17,"Marta Peregrin","DE9508558286121115648","DKB","DE7153848374960944128","Banking","Outgoing",-835.02
2022-11-26,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-613.9
2021-10-27,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-14.41
2022-04-07,"Marta Peregrin","DE9508558286121115648","Real","DE5728011834900826112","Groceries","Outgoing",-11.97
2021-01-01,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",503.7
2020-07-02,"Marta Peregrin","DE9508558286121115648","Edeka","DE5249942460563034112","Groceries","Outgoing",-46.71
2021-04-14,"Marta Peregrin","DE9508558286121115648","Burger_King","DE4648406022228300800","Dining","Outgoing",-85.67
2021-06-26,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",450.79
2023-10-29,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-24.25
2022-03-30,"Marta Peregrin","DE9508558286121115648","Charlie","DE5663351424038410240","Personal","Outgoing",-108.46
2022-02-15,"Marta Peregrin","DE9508558286121115648","Zalando","DE2445041590370237952","Shopping","Outgoing",-42.71
2022-02-23,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-39.3
2020-12-26,"Marta Peregrin","DE9508558286121115648","Charlie","DE5663351424038410240","Personal","Outgoing",-118.67
2023-10-17,"Scholarship Fund","DE9753137744730337280","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",690.31
2020-12-22,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-5.58
2023-09-04,"Marta Peregrin","DE9508558286121115648","Kaufland","DE2359920643735676928","Groceries","Outgoing",-45.88
2022-09-02,"Lennard Riede","DE5973372451262548992","Marta Peregrin","DE9508558286121115648","Healthcare","Ingoing",48.93
2020-06-03,"Marta Peregrin","DE9508558286121115648","Bar_Altes_Fahnenlager","DE9494821388274429952","Entertainment","Outgoing",-25.81
2023-07-31,"Marta Peregrin","DE9508558286121115648","Gorillas","DE4152366071706637824","Travel","Outgoing",-132.73
2023-05-31,"Marta Peregrin","DE9508558286121115648","Hotel Mama","DE1788028147071600128","Travel","Outgoing",-98.66
2023-03-10,"Marta Peregrin","DE9508558286121115648","Deutsche_Bahn","DE9986667950171977728","Travel","Outgoing",-69.94
2020-08-18,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-294.52
2020-08-10,"Lennard Riede","DE5973372451262548992","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",260.86
2023-05-10,"Marta Peregrin","DE9508558286121115648","Xi Jingping","DE7330269352765754368","Personal","Outgoing",-8.99
2020-12-14,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-451.06
2022-09-14,"Marta Peregrin","DE9508558286121115648","Hotel Mama","DE1788028147071600128","Travel","Outgoing",-427.18
2021-08-12,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-63.8
2022-03-26,"Marta Peregrin","DE9508558286121115648","Deutsche_Bank","DE1515704287216067328","Banking","Outgoing",-666.65
2022-12-28,"Marta Peregrin","DE9508558286121115648","Jose","DE3794814773136750080","Personal","Outgoing",-44.62
2023-05-13,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-8.02
2021-03-31,"Marta Peregrin","DE9508558286121115648","Commerzbank","DE5658538556192070656","Banking","Outgoing",-352.5
2021-08-05,"Marta Peregrin","DE9508558286121115648","Flink","DE3307658812263980544","Travel","Outgoing",-281.76
2022-09-21,"Marta Peregrin","DE9508558286121115648","Hilton","DE8870715353405103104","Travel","Outgoing",-160.37
2022-04-06,"Marta Peregrin","DE9508558286121115648","AboutYou","DE8786752427462488064","Shopping","Outgoing",-48.68
2022-04-11,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",799.89
2022-04-04,"Marta Peregrin","DE9508558286121115648","Restaurant_Peking","DE7723971013911068672","Dining","Outgoing",-41.13
2021-07-11,"Marta Peregrin","DE9508558286121115648","Gorillas","DE4152366071706637824","Travel","Outgoing",-350.56
2021-08-11,"Marta Peregrin","DE9508558286121115648","Charlie","DE5663351424038410240","Personal","Outgoing",-6.48
2022-08-10,"Marta Peregrin","DE9508558286121115648","Burger_King","DE4648406022228300800","Dining","Outgoing",-74.56
2021-09-20,"Marta Peregrin","DE9508558286121115648","Hotpot Xinjiang","DE3950539729790761984","Dining","Outgoing",-14.56
2022-07-29,"Marta Peregrin","DE9508558286121115648","Vueling","DE9742172547383234560","Travel","Outgoing",-178.89
2022-09-04,"Marta Peregrin","DE9508558286121115648","Netto","DE7878679543267935232","Groceries","Outgoing",-34.46
2023-11-28,"Marta Peregrin","DE9508558286121115648","Real","DE5728011834900826112","Groceries","Outgoing",-33.13
2023-02-13,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-21.6
2023-04-09,"Marta Peregrin","DE9508558286121115648","MyToys","DE8794083210639655936","Shopping","Outgoing",-10.77
2020-05-22,"Marta Peregrin","DE9508558286121115648","Flink","DE3307658812263980544","Travel","Outgoing",-449.9
2023-10-08,"Scholarship Fund","DE9753137744730337280","Marta Peregrin","DE9508558286121115648","Shopping","Ingoing",671.16
2020-10-03,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-27.89
2020-06-26,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-8.8
2023-10-16,"Marta Peregrin","DE9508558286121115648","Amazon","DE4327528062509372928","Shopping","Outgoing",-66.46
2022-04-28,"Marta Peregrin","DE9508558286121115648","Vinitus","DE3938079253304749568","Dining","Outgoing",-78.44
2021-05-07,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-18.15
2021-06-28,"Marta Peregrin","DE9508558286121115648","Dave","DE5503619982628151296","Personal","Outgoing",-110.86
2020-11-12,"Marta Peregrin","DE9508558286121115648","Trump Tower","DE4775126670720055296","Travel","Outgoing",-63.85
2021-03-29,"Marta Peregrin","DE9508558286121115648","Ebay","DE9210511167999356928","Shopping","Outgoing",-11.26
2022-10-18,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-9.11
2020-12-02,"Marta Peregrin","DE9508558286121115648","Real","DE5728011834900826112","Groceries","Outgoing",-41.98
2020-10-10,"Marta Peregrin","DE9508558286121115648","Otto","DE5845126851694658560","Shopping","Outgoing",-38.85
2023-01-30,"Marta Peregrin","DE9508558286121115648","Amazon","DE4327528062509372928","Shopping","Outgoing",-35.72
2023-03-01,"Marta Peregrin","DE9508558286121115648","Jose","DE3794814773136750080","Personal","Outgoing",-22.41
2020-09-22,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Entertainment","Ingoing",934.89
2023-04-13,"Lennard Riede","DE5973372451262548992","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",264.86
2021-04-15,"Marta Peregrin","DE9508558286121115648","Four Seasons","DE6529687080299482112","Travel","Outgoing",-412.38
2021-05-28,"Marta Peregrin","DE9508558286121115648","Ebay","DE9210511167999356928","Shopping","Outgoing",-58.91
2022-01-01,"Marta Peregrin","DE9508558286121115648","Ritz-Carlton","DE4895018132170661888","Travel","Outgoing",-383.45
2022-06-21,"Marta Peregrin","DE9508558286121115648","Mario Bello","DE6379803178599104512","Dining","Outgoing",-73
2022-04-29,"Marta Peregrin","DE9508558286121115648","Lufthansa","DE7868907361058518016","Travel","Outgoing",-123.03
2020-02-10,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-10.49
2020-01-01,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-634.9
2020-09-23,"Marta Peregrin","DE9508558286121115648","Netto","DE7878679543267935232","Groceries","Outgoing",-15.36
2021-01-04,"Marta Peregrin","DE9508558286121115648","Ritz-Carlton","DE4895018132170661888","Travel","Outgoing",-177.11
2021-06-09,"Marta Peregrin","DE9508558286121115648","Bob","DE4750842226902023168","Personal","Outgoing",-24.92
2022-10-28,"Marta Peregrin","DE9508558286121115648","Tonkatsu","DE1150303392903879296","Dining","Outgoing",-81.05
2020-09-20,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-20.57
2021-12-11,"Marta Peregrin","DE9508558286121115648","Burger_King","DE4648406022228300800","Dining","Outgoing",-9.93
2023-04-29,"Marta Peregrin","DE9508558286121115648","Shop_Bonprix","DE5889982782537117696","Shopping","Outgoing",-66.39
2020-03-03,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-798.98
2021-11-20,"Marta Peregrin","DE9508558286121115648","Deutsche_Bahn","DE9986667950171977728","Travel","Outgoing",-247.97
2020-11-24,"Marta Peregrin","DE9508558286121115648","Alte Utting","DE5239225650439038976","Entertainment","Outgoing",-69.25
2023-04-04,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-13.83
2020-11-12,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-5.09
2022-08-01,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-70.56
2023-10-17,"Marta Peregrin","DE9508558286121115648","Hotpot Xinjiang","DE3950539729790761984","Dining","Outgoing",-68.02
2021-07-02,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-13.8
2020-02-25,"Marta Peregrin","DE9508558286121115648","Netto","DE7878679543267935232","Groceries","Outgoing",-21.12
2023-11-05,"Marta Peregrin","DE9508558286121115648","Sparkasse","DE2118963466491550208","Banking","Outgoing",-317.34
2020-02-21,"Marta Peregrin","DE9508558286121115648","Restaurant_Mario","DE2713854071917011968","Dining","Outgoing",-51.23
2020-03-13,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-153.16
2023-02-25,"Marta Peregrin","DE9508558286121115648","Lufthansa","DE7868907361058518016","Travel","Outgoing",-211.94
2023-02-28,"Marta Peregrin","DE9508558286121115648","Subway","DE7833236332284286976","Dining","Outgoing",-31.58
2020-02-03,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-69.22
2020-04-08,"Marta Peregrin","DE9508558286121115648","Rossmann","DE6653381681535392768","Healthcare","Outgoing",-6.03
2022-07-24,"Marta Peregrin","DE9508558286121115648","Alice","DE7707500817254185984","Personal","Outgoing",-103.8
2021-03-17,"Marta Peregrin","DE9508558286121115648","Gorillas","DE4152366071706637824","Travel","Outgoing",-458.31
2023-02-28,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-66.49
2020-04-05,"Marta Peregrin","DE9508558286121115648","Trump Tower","DE4775126670720055296","Travel","Outgoing",-93.51
2022-02-12,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Entertainment","Ingoing",437.3
2023-02-01,"Arsenii Vesnovskyi","DE4951961936661972992","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",89.74
2021-12-19,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",400.72
2022-09-17,"Marta Peregrin","DE9508558286121115648","Subway","DE7833236332284286976","Dining","Outgoing",-19.75
2020-01-20,"Marta Peregrin","DE9508558286121115648","Sparkasse","DE2118963466491550208","Banking","Outgoing",-458.1
2022-07-03,"Marta Peregrin","DE9508558286121115648","Lennard Riede","DE5973372451262548992","Personal","Outgoing",-94.54
2023-03-15,"Marta Peregrin","DE9508558286121115648","Hilton","DE8870715353405103104","Travel","Outgoing",-219.8
2023-01-27,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Travel","Ingoing",490.67
2023-10-30,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",474.37
2021-10-12,"Marta Peregrin","DE9508558286121115648","Otto","DE5845126851694658560","Shopping","Outgoing",-71.26
2021-08-03,"Marta Peregrin","DE9508558286121115648","Burger_King","DE4648406022228300800","Dining","Outgoing",-22.41
2020-07-22,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-420.47
2023-08-08,"Marta Peregrin","DE9508558286121115648","Restaurant_Mario","DE2713854071917011968","Dining","Outgoing",-66.25
2022-03-06,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-125.69
2020-11-06,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-18.52
2020-01-21,"Marta Peregrin","DE9508558286121115648","Zara","DE6545898653334006784","Shopping","Outgoing",-58.8
2020-04-05,"Marta Peregrin","DE9508558286121115648","DM","DE2320044768275693056","Healthcare","Outgoing",-6.38
2020-05-06,"Marta Peregrin","DE9508558286121115648","Restaurant_Peking","DE7723971013911068672","Dining","Outgoing",-35.07
2020-05-17,"Marta Peregrin","DE9508558286121115648","Restaurant_Peking","DE7723971013911068672","Dining","Outgoing",-56.15
2022-02-26,"Marta Peregrin","DE9508558286121115648","Vinitus","DE3938079253304749568","Dining","Outgoing",-19.12
2023-04-07,"Marta Peregrin","DE9508558286121115648","Deutsche_Bank","DE1515704287216067328","Banking","Outgoing",-669.51
2020-10-29,"Marta Peregrin","DE9508558286121115648","Deutsche_Bahn","DE9986667950171977728","Travel","Outgoing",-249.38
2023-04-16,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Personal","Ingoing",1347.42
2020-11-26,"Marta Peregrin","DE9508558286121115648","Four Seasons","DE6529687080299482112","Travel","Outgoing",-163.66
2020-10-10,"Marta Peregrin","DE9508558286121115648","Bar_Altes_Fahnenlager","DE9494821388274429952","Entertainment","Outgoing",-58.63
2020-03-22,"Marta Peregrin","DE9508558286121115648","Subway","DE7833236332284286976","Dining","Outgoing",-84.84
2020-07-12,"Marta Peregrin","DE9508558286121115648","KFC","DE4807508527534082048","Dining","Outgoing",-54.89
2022-11-10,"Marta Peregrin","DE9508558286121115648","Bar_Werkstatt","DE7208052087109535744","Entertainment","Outgoing",-73.31
2023-06-21,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-69.21
2022-08-11,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-73.51
2021-11-25,"Marta Peregrin","DE9508558286121115648","Subway","DE7833236332284286976","Dining","Outgoing",-18.89
2023-03-16,"Lennard Riede","DE5973372451262548992","Marta Peregrin","DE9508558286121115648","Travel","Ingoing",238.66
2022-06-29,"Marta Peregrin","DE9508558286121115648","Commerzbank","DE5658538556192070656","Banking","Outgoing",-148.84
2020-08-07,"Marta Peregrin","DE9508558286121115648","Uber","DE8003892687615006720","Travel","Outgoing",-147.46
2020-03-28,"Marta Peregrin","DE9508558286121115648","Commerzbank","DE5658538556192070656","Banking","Outgoing",-134.29
2020-08-13,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-68.48
2023-04-08,"Parents","DE6510587363271043072","Marta Peregrin","DE9508558286121115648","Dining","Ingoing",1017.84
2020-11-04,"Marta Peregrin","DE9508558286121115648","Zara","DE6545898653334006784","Shopping","Outgoing",-80.76
2020-09-03,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Personal","Ingoing",523.75
2023-03-15,"Marta Peregrin","DE9508558286121115648","Rewe","DE8127923757303505920","Groceries","Outgoing",-44.17
2022-10-15,"Marta Peregrin","DE9508558286121115648","Bar_Werkstatt","DE7208052087109535744","Entertainment","Outgoing",-62.23
2021-08-09,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-808.91
2022-05-10,"Marta Peregrin","DE9508558286121115648","Restaurant_Mario","DE2713854071917011968","Dining","Outgoing",-84.14
2022-12-24,"Marta Peregrin","DE9508558286121115648","Amazon","DE4327528062509372928","Shopping","Outgoing",-57.05
2022-10-27,"Marta Peregrin","DE9508558286121115648","Real","DE5728011834900826112","Groceries","Outgoing",-33.3
2022-12-05,"Marta Peregrin","DE9508558286121115648","Hotpot Xinjiang","DE3950539729790761984","Dining","Outgoing",-20.75
2020-06-11,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-36.43
2021-05-11,"Part-time Job","DE6883380299899726848","Marta Peregrin","DE9508558286121115648","Groceries","Ingoing",559.05
2022-11-02,"Marta Peregrin","DE9508558286121115648","Zara","DE6545898653334006784","Shopping","Outgoing",-32.88
2023-09-21,"Marta Peregrin","DE9508558286121115648","McDonalds","DE2548233042238280192","Dining","Outgoing",-75.28
2023-11-04,"Marta Peregrin","DE9508558286121115648","Bar_Kaschemme","DE6925741003127769088","Entertainment","Outgoing",-47.02
2023-07-31,"Marta Peregrin","DE9508558286121115648","ING_DiBa","DE1355556365801021440","Banking","Outgoing",-189.91
2022-05-14,"Marta Peregrin","DE9508558286121115648","Sparkasse","DE2118963466491550208","Banking","Outgoing",-487.49
