"Date","Payer","Payer_IBAN","Payee","Payee_IBAN","Purpose","Sales_Type","Amount"
2023-01-15,"Simon Han","DE2368839200353249792","Simon Han","DE2368839200353249792","Personal","Outgoing",-216.04
2022-06-17,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Groceries","Ingoing",2521.78
2020-07-10,"Simon Han","DE2368839200353249792","Bahnwaehrter Thiel","DE6583567994879558656","Entertainment","Outgoing",-126.48
2021-12-28,"Simon Han","DE2368839200353249792","Aldi","DE9860309598967433216","Groceries","Outgoing",-73.49
2022-04-08,"Simon Han","DE2368839200353249792","AboutYou","DE3967883987119421440","Shopping","Outgoing",-199.57
2022-04-06,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Banking","Ingoing",2728.97
2023-09-05,"Simon Han","DE2368839200353249792","Angela Merkel","DE9907384504564105216","Personal","Outgoing",-127.61
2020-08-11,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Groceries","Ingoing",2883.68
2021-08-07,"Simon Han","DE2368839200353249792","Vinitus","DE6624588777543976960","Dining","Outgoing",-38.45
2022-02-23,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Shopping","Ingoing",105.66
2022-08-31,"Simon Han","DE2368839200353249792","Bob","DE5348919193958862848","Personal","Outgoing",-20.79
2021-05-11,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Dining","Ingoing",1314.8
2021-01-03,"Simon Han","DE2368839200353249792","Tonkatsu","DE6049314683768898560","Dining","Outgoing",-127.62
2022-05-12,"Simon Han","DE2368839200353249792","Gorillas","DE9118758361088111616","Travel","Outgoing",-67.64
2023-06-30,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Groceries","Ingoing",460.57
2022-08-06,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Healthcare","Ingoing",490.74
2022-02-18,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Dining","Ingoing",2816
2020-12-05,"Simon Han","DE2368839200353249792","Kaufland","DE6104589911177754624","Groceries","Outgoing",-31.97
2021-07-22,"Simon Han","DE2368839200353249792","Gorillas","DE9118758361088111616","Travel","Outgoing",-464.64
2020-06-27,"Marta Peregrin","DE7194537753937766400","Simon Han","DE2368839200353249792","Groceries","Ingoing",194.21
2021-11-05,"Simon Han","DE2368839200353249792","Vueling","DE9057273870101198848","Travel","Outgoing",-83.9
2020-05-12,"Simon Han","DE2368839200353249792","Simon Han","DE2368839200353249792","Personal","Outgoing",-152.52
2021-03-31,"Simon Han","DE2368839200353249792","Burger_King","DE6106913035269826560","Dining","Outgoing",-62.36
2020-04-17,"Simon Han","DE2368839200353249792","DKB","DE3576542508555576320","Banking","Outgoing",-308.7
2022-11-26,"Simon Han","DE2368839200353249792","ING_DiBa","DE8229757110355422208","Banking","Outgoing",-52.11
2021-10-27,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-22.83
2022-04-07,"Simon Han","DE2368839200353249792","Real","DE1916702302871271936","Groceries","Outgoing",-36.41
2021-01-01,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Dining","Ingoing",267.01
2020-07-02,"Simon Han","DE2368839200353249792","Edeka","DE3057588542811572224","Groceries","Outgoing",-41.41
2021-04-14,"Simon Han","DE2368839200353249792","Burger_King","DE6106913035269826560","Dining","Outgoing",-69.21
2021-06-26,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Groceries","Ingoing",19.09
2023-10-29,"Simon Han","DE2368839200353249792","KFC","DE8193885221844539392","Dining","Outgoing",-176.26
2022-03-30,"Simon Han","DE2368839200353249792","Charlie","DE8580159108620137472","Personal","Outgoing",-139.64
2022-02-15,"Simon Han","DE2368839200353249792","Zalando","DE7939559774473309184","Shopping","Outgoing",-17.03
2022-02-23,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-79.53
2020-12-26,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Personal","Ingoing",2458.03
2023-10-17,"Marta Peregrin","DE7194537753937766400","Simon Han","DE2368839200353249792","Groceries","Ingoing",260
2020-12-22,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-44.63
2023-09-04,"Simon Han","DE2368839200353249792","Kaufland","DE6104589911177754624","Groceries","Outgoing",-9.64
2022-09-02,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Healthcare","Ingoing",1201.53
2020-06-03,"Simon Han","DE2368839200353249792","Bar_Altes_Fahnenlager","DE1221828502835705856","Entertainment","Outgoing",-12.56
2023-07-31,"Simon Han","DE2368839200353249792","Gorillas","DE9118758361088111616","Travel","Outgoing",-458.63
2023-05-31,"Simon Han","DE2368839200353249792","Hotel Mama","DE6599609784083440640","Travel","Outgoing",-145.42
2023-03-10,"Simon Han","DE2368839200353249792","Deutsche_Bahn","DE3255589407170191360","Travel","Outgoing",-974.66
2020-08-18,"Simon Han","DE2368839200353249792","Uber","DE7578213567147031552","Travel","Outgoing",-144.75
2020-08-10,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Dining","Ingoing",2030.93
2023-05-10,"Simon Han","DE2368839200353249792","Xi Jingping","DE3503290910972282368","Personal","Outgoing",-125.98
2020-12-14,"Simon Han","DE2368839200353249792","Uber","DE7578213567147031552","Travel","Outgoing",-230.54
2022-09-14,"Simon Han","DE2368839200353249792","Hotel Mama","DE6599609784083440640","Travel","Outgoing",-443.82
2021-08-12,"Simon Han","DE2368839200353249792","McDonalds","DE5705264793476089856","Dining","Outgoing",-25.19
2022-03-26,"Simon Han","DE2368839200353249792","Deutsche_Bank","DE3486598019720986624","Banking","Outgoing",-740.43
2022-12-28,"Simon Han","DE2368839200353249792","Jose","DE7216270425822585856","Personal","Outgoing",-185.2
2023-05-13,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-17.6
2021-03-31,"Simon Han","DE2368839200353249792","Commerzbank","DE7603333923500030976","Banking","Outgoing",-523.36
2021-08-05,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Travel","Ingoing",54.88
2022-09-21,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Travel","Ingoing",343.22
2022-04-06,"Simon Han","DE2368839200353249792","AboutYou","DE3967883987119421440","Shopping","Outgoing",-58.32
2022-04-11,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Groceries","Ingoing",1259.2
2022-04-04,"Simon Han","DE2368839200353249792","Restaurant_Peking","DE7794543753145263104","Dining","Outgoing",-31.07
2021-07-11,"Simon Han","DE2368839200353249792","Gorillas","DE9118758361088111616","Travel","Outgoing",-453.4
2021-08-11,"Simon Han","DE2368839200353249792","Charlie","DE8580159108620137472","Personal","Outgoing",-168.02
2022-08-10,"Simon Han","DE2368839200353249792","Burger_King","DE6106913035269826560","Dining","Outgoing",-145.71
2021-09-20,"Simon Han","DE2368839200353249792","Hotpot Xinjiang","DE1278202277142554624","Dining","Outgoing",-167.18
2022-07-29,"Simon Han","DE2368839200353249792","Vueling","DE9057273870101198848","Travel","Outgoing",-565.62
2022-09-04,"Simon Han","DE2368839200353249792","Netto","DE9561831636354326528","Groceries","Outgoing",-67.91
2023-11-28,"Simon Han","DE2368839200353249792","Real","DE1916702302871271936","Groceries","Outgoing",-7.48
2023-02-13,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Healthcare","Ingoing",1905.04
2023-04-09,"Simon Han","DE2368839200353249792","MyToys","DE7857086237287148544","Shopping","Outgoing",-66.24
2020-05-22,"Simon Han","DE2368839200353249792","Flink","DE1685303998878225664","Travel","Outgoing",-333.45
2023-10-08,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Shopping","Ingoing",383.51
2020-10-03,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-18.01
2020-06-26,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-48.59
2023-10-16,"Simon Han","DE2368839200353249792","Amazon","DE6910787645960226816","Shopping","Outgoing",-168.52
2022-04-28,"Simon Han","DE2368839200353249792","Vinitus","DE6624588777543976960","Dining","Outgoing",-28.18
2021-05-07,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-10.44
2021-06-28,"Simon Han","DE2368839200353249792","Dave","DE8856380065204575232","Personal","Outgoing",-105.35
2020-11-12,"Simon Han","DE2368839200353249792","Trump Tower","DE6512720069382339584","Travel","Outgoing",-133.18
2021-03-29,"Simon Han","DE2368839200353249792","Ebay","DE2450637118425220096","Shopping","Outgoing",-98.82
2022-10-18,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-40.04
2020-12-02,"Simon Han","DE2368839200353249792","Real","DE1916702302871271936","Groceries","Outgoing",-27.03
2020-10-10,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Shopping","Ingoing",2387.05
2023-01-30,"Simon Han","DE2368839200353249792","Amazon","DE6910787645960226816","Shopping","Outgoing",-25.84
2023-03-01,"Simon Han","DE2368839200353249792","Jose","DE7216270425822585856","Personal","Outgoing",-50.36
2020-09-22,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Entertainment","Ingoing",2967.03
2023-04-13,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Dining","Ingoing",2682.99
2021-04-15,"Simon Han","DE2368839200353249792","Four Seasons","DE7355147182941436928","Travel","Outgoing",-932.08
2021-05-28,"Simon Han","DE2368839200353249792","Ebay","DE2450637118425220096","Shopping","Outgoing",-122.3
2022-01-01,"Simon Han","DE2368839200353249792","Ritz-Carlton","DE4016011783387511808","Travel","Outgoing",-102.75
2022-06-21,"Simon Han","DE2368839200353249792","Mario Bello","DE5506153674796223488","Dining","Outgoing",-152.88
2022-04-29,"Simon Han","DE2368839200353249792","Lufthansa","DE1322769878897816064","Travel","Outgoing",-54.04
2020-02-10,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Healthcare","Ingoing",409.18
2020-01-01,"Simon Han","DE2368839200353249792","ING_DiBa","DE8229757110355422208","Banking","Outgoing",-1007.34
2020-09-23,"Simon Han","DE2368839200353249792","Netto","DE9561831636354326528","Groceries","Outgoing",-18.62
2021-01-04,"Simon Han","DE2368839200353249792","Ritz-Carlton","DE4016011783387511808","Travel","Outgoing",-674.89
2021-06-09,"Simon Han","DE2368839200353249792","Bob","DE5348919193958862848","Personal","Outgoing",-156.55
2022-10-28,"Simon Han","DE2368839200353249792","Tonkatsu","DE6049314683768898560","Dining","Outgoing",-83.53
2020-09-20,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-41.3
2021-12-11,"Simon Han","DE2368839200353249792","Burger_King","DE6106913035269826560","Dining","Outgoing",-157.36
2023-04-29,"Simon Han","DE2368839200353249792","Shop_Bonprix","DE4447451666463166464","Shopping","Outgoing",-197.37
2020-03-03,"Simon Han","DE2368839200353249792","ING_DiBa","DE8229757110355422208","Banking","Outgoing",-1036.46
2021-11-20,"Simon Han","DE2368839200353249792","Deutsche_Bahn","DE3255589407170191360","Travel","Outgoing",-368.33
2020-11-24,"Simon Han","DE2368839200353249792","Alte Utting","DE3433274562470615040","Entertainment","Outgoing",-22.68
2023-04-04,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-49.58
2020-11-12,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-47.11
2022-08-01,"Simon Han","DE2368839200353249792","McDonalds","DE5705264793476089856","Dining","Outgoing",-169.33
2023-10-17,"Simon Han","DE2368839200353249792","Hotpot Xinjiang","DE1278202277142554624","Dining","Outgoing",-76.31
2021-07-02,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Healthcare","Ingoing",388.37
2020-02-25,"Simon Han","DE2368839200353249792","Netto","DE9561831636354326528","Groceries","Outgoing",-41.88
2023-11-05,"Simon Han","DE2368839200353249792","Sparkasse","DE8982621803181245440","Banking","Outgoing",-129.94
2020-02-21,"Simon Han","DE2368839200353249792","Restaurant_Mario","DE2343341396423056384","Dining","Outgoing",-74.34
2020-03-13,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Travel","Ingoing",479.87
2023-02-25,"Simon Han","DE2368839200353249792","Lufthansa","DE1322769878897816064","Travel","Outgoing",-534.27
2023-02-28,"Simon Han","DE2368839200353249792","Subway","DE9702737620798869504","Dining","Outgoing",-122.91
2020-02-03,"Simon Han","DE2368839200353249792","KFC","DE8193885221844539392","Dining","Outgoing",-6.79
2020-04-08,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-27.75
2022-07-24,"Simon Han","DE2368839200353249792","Alice","DE4340492459014057984","Personal","Outgoing",-189.43
2021-03-17,"Simon Han","DE2368839200353249792","Gorillas","DE9118758361088111616","Travel","Outgoing",-465.41
2023-02-28,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Dining","Ingoing",1764.62
2020-04-05,"Simon Han","DE2368839200353249792","Trump Tower","DE6512720069382339584","Travel","Outgoing",-573.52
2022-02-12,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Entertainment","Ingoing",370.35
2023-02-01,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Dining","Ingoing",367.86
2021-12-19,"Pension Fund","DE7505232906201853952","Simon Han","DE2368839200353249792","Groceries","Ingoing",2340.49
2022-09-17,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Dining","Ingoing",1697.49
2020-01-20,"Simon Han","DE2368839200353249792","Sparkasse","DE8982621803181245440","Banking","Outgoing",-1371.91
2022-07-03,"Simon Han","DE2368839200353249792","Lennard Riede","DE2664314786205068288","Personal","Outgoing",-220.34
2023-03-15,"Simon Han","DE2368839200353249792","Hilton","DE5435797035694123008","Travel","Outgoing",-98.76
2023-01-27,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Travel","Ingoing",194.55
2023-10-30,"Marta Peregrin","DE7194537753937766400","Simon Han","DE2368839200353249792","Dining","Ingoing",323.84
2021-10-12,"Simon Han","DE2368839200353249792","Otto","DE8079934348352252928","Shopping","Outgoing",-14.81
2021-08-03,"Simon Han","DE2368839200353249792","Burger_King","DE6106913035269826560","Dining","Outgoing",-41.22
2020-07-22,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Travel","Ingoing",1633.81
2023-08-08,"Simon Han","DE2368839200353249792","Restaurant_Mario","DE2343341396423056384","Dining","Outgoing",-163.56
2022-03-06,"Simon Han","DE2368839200353249792","Uber","DE7578213567147031552","Travel","Outgoing",-508.5
2020-11-06,"Simon Han","DE2368839200353249792","KFC","DE8193885221844539392","Dining","Outgoing",-36.02
2020-01-21,"Simon Han","DE2368839200353249792","Zara","DE8132323497906327552","Shopping","Outgoing",-153.39
2020-04-05,"Simon Han","DE2368839200353249792","DM","DE4437271451111882752","Healthcare","Outgoing",-5.89
2020-05-06,"Simon Han","DE2368839200353249792","Restaurant_Peking","DE7794543753145263104","Dining","Outgoing",-113.47
2020-05-17,"Simon Han","DE2368839200353249792","Restaurant_Peking","DE7794543753145263104","Dining","Outgoing",-104.49
2022-02-26,"Simon Han","DE2368839200353249792","Vinitus","DE6624588777543976960","Dining","Outgoing",-31.49
2023-04-07,"Simon Han","DE2368839200353249792","Deutsche_Bank","DE3486598019720986624","Banking","Outgoing",-176.16
2020-10-29,"Simon Han","DE2368839200353249792","Deutsche_Bahn","DE3255589407170191360","Travel","Outgoing",-65.86
2023-04-16,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Personal","Ingoing",676.74
2020-11-26,"Simon Han","DE2368839200353249792","Four Seasons","DE7355147182941436928","Travel","Outgoing",-263.75
2020-10-10,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Entertainment","Ingoing",396.76
2020-03-22,"Simon Han","DE2368839200353249792","Subway","DE9702737620798869504","Dining","Outgoing",-35.38
2020-07-12,"Simon Han","DE2368839200353249792","KFC","DE8193885221844539392","Dining","Outgoing",-174.65
2022-11-10,"Simon Han","DE2368839200353249792","Bar_Werkstatt","DE3004710315493866496","Entertainment","Outgoing",-76.23
2023-06-21,"Simon Han","DE2368839200353249792","McDonalds","DE5705264793476089856","Dining","Outgoing",-74.37
2022-08-11,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-78.93
2021-11-25,"Simon Han","DE2368839200353249792","Subway","DE9702737620798869504","Dining","Outgoing",-151.02
2023-03-16,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Travel","Ingoing",37.49
2022-06-29,"Simon Han","DE2368839200353249792","Commerzbank","DE7603333923500030976","Banking","Outgoing",-256.29
2020-08-07,"Simon Han","DE2368839200353249792","Uber","DE7578213567147031552","Travel","Outgoing",-934.33
2020-03-28,"Simon Han","DE2368839200353249792","Commerzbank","DE7603333923500030976","Banking","Outgoing",-2397.66
2020-08-13,"Lennard Riede","DE2664314786205068288","Simon Han","DE2368839200353249792","Dining","Ingoing",204.37
2023-04-08,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Dining","Ingoing",997.97
2020-11-04,"Simon Han","DE2368839200353249792","Zara","DE8132323497906327552","Shopping","Outgoing",-86.09
2020-09-03,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Personal","Ingoing",717.73
2023-03-15,"Simon Han","DE2368839200353249792","Rewe","DE2092100929468870144","Groceries","Outgoing",-76.12
2022-10-15,"Simon Han","DE2368839200353249792","Bar_Werkstatt","DE3004710315493866496","Entertainment","Outgoing",-99.9
2021-08-09,"Simon Han","DE2368839200353249792","ING_DiBa","DE8229757110355422208","Banking","Outgoing",-1325.11
2022-05-10,"Simon Han","DE2368839200353249792","Restaurant_Mario","DE2343341396423056384","Dining","Outgoing",-41.61
2022-12-24,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Shopping","Ingoing",1236.35
2022-10-27,"Family","DE8345305157592519680","Simon Han","DE2368839200353249792","Groceries","Ingoing",1020.07
2022-12-05,"Simon Han","DE2368839200353249792","Hotpot Xinjiang","DE1278202277142554624","Dining","Outgoing",-34.23
2020-06-11,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-83.38
2021-05-11,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Groceries","Ingoing",1377.77
2022-11-02,"Simon Han","DE2368839200353249792","Zara","DE8132323497906327552","Shopping","Outgoing",-176.98
2023-09-21,"Simon Han","DE2368839200353249792","McDonalds","DE5705264793476089856","Dining","Outgoing",-157.2
2023-11-04,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-46.4
2023-07-31,"Simon Han","DE2368839200353249792","ING_DiBa","DE8229757110355422208","Banking","Outgoing",-785.39
2022-05-14,"Simon Han","DE2368839200353249792","Sparkasse","DE8982621803181245440","Banking","Outgoing",-916.57
2022-05-30,"Government","DE6797807568684220416","Simon Han","DE2368839200353249792","Dining","Ingoing",1463.12
2023-07-11,"Simon Han","DE2368839200353249792","Rossmann","DE4338363948045298688","Healthcare","Outgoing",-29.72
2020-02-20,"Simon Han","DE2368839200353249792","Uber","DE7578213567147031552","Travel","Outgoing",-491.77
2020-03-08,"Simon Han","DE2368839200353249792","Tonkatsu","DE6049314683768898560","Dining","Outgoing",-147.67
2021-09-11,"Simon Han","DE2368839200353249792","Commerzbank","DE7603333923500030976","Banking","Outgoing",-495.76
2023-07-14,"Simon Han","DE2368839200353249792","Aldi","DE9860309598967433216","Groceries","Outgoing",-97.24
2022-10-30,"Simon Han","DE2368839200353249792","KFC","DE8193885221844539392","Dining","Outgoing",-116.48
2022-08-17,"Simon Han","DE2368839200353249792","Simon Han","DE2368839200353249792","Personal","Outgoing",-236.08
2023-02-14,"Simon Han","DE2368839200353249792","Lufthansa","DE1322769878897816064","Travel","Outgoing",-532.41
2023-05-11,"Simon Han","DE2368839200353249792","Mario Bello","DE5506153674796223488","Dining","Outgoing",-150.52
2023-01-05,"Simon Han","DE2368839200353249792","Bar_Kaschemme","DE9625475594773889024","Entertainment","Outgoing",-145.8
2021-07-24,"Arsenii Vesnovskyi","DE2110123312100768256","Simon Han","DE2368839200353249792","Banking","Ingoing",23.97
